timestamp,SSE,SSdU,J,runtime_s,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12
20260130_141315,60428.773128153116,3.278561351380616,93214.386641959281,56.183030000000002,0.21111252487637103,6,0,2.2680976577103138,0.83764648251235485,-2.4139600954949856,-0.29091797210276127,-1.3399689719080925,-2.4613155070692301,-0.079386603087186813,0.34805713780224323,2.1295525152236223
20260130_141415,30632.911409803939,0.27215981685095408,33354.509578313482,2151.627579,0.94815464904531832,11,5,-2.9649879522621632,-0.43735111691057682,0.50815895386040211,2.9791774079203606,0.035427510738372803,0.36666354350745678,0.88644003309309483,-1.7686922885477543,-1.3212229963392019
20260130_145013,16577.338878492708,0.13347420374705452,17912.080915963255,458.14415100000002,0.66158182352781292,2,3,1.2743445374071598,-1.9598954971879721,1.5081228017807007,-2.1330309603363276,2.1647544968873262,1.8608365673571825,2.5797258708626032,-0.19163496047258377,-2.7580849081277847
20260130_145755,20806.334771553629,14.117218730664938,161978.52207820301,1130.1017390000002,0.43895060728304086,14,6,-0.93997267261147499,2.3096087146550417,-1.1960605848580599,0.94843646138906479,-2.3659150656312704,-0.97902963124215603,-1.7021629773080349,1.8166159819811583,0.5433223620057106
20260130_151652,57269.107556389383,7.1655856014991857,128924.96357138125,163.61110199999999,0.28717456570826472,1,4,-0.38248691149055958,1.7875391095876694,-1.6042498759925365,-2.4487845059484243,2.3424668423831463,2.911216389387846,0.2762428242713213,-1.2860578447580338,1.0851332992315292
20260130_151939,17369.341439645596,1.4356552397579188,31725.893837224783,419.96479499999998,0.50975338231772183,11,1,0.33013679645955563,-2.937097080051899,1.2921971250325441,0.63412554189562798,-2.1415108256042004,-0.6231931708753109,-1.0656831599771976,2.7055943068116903,-1.8002642020583153
20260130_152642,25789.287375630403,2.9247562318074021,55036.849693704426,1402.2478630000001,0.86005980165675278,5,7,-1.6592416036874056,-1.4156505949795246,2.3163726478815079,-1.4780940469354391,-0.15244122035801411,-2.1173700839281082,-2.4077624268829823,1.1290005091577768,-0.029049603268504143
20260130_155008,21123.091283507805,0.57772327433329962,26900.324026840801,45.546570000000003,0.12322019499726593,8,2,2.0756293293088675,0.31521140411496162,-0.41055882163345814,1.7905586175620556,1.4575133677572012,1.4289102628827095,1.5009596217423677,-2.7543477080762386,2.3377474788576365
20260130_155056,16017.369050054724,0.030644567017080324,16323.814720225528,9.2537950000000002,0.023961533019319178,4,7,0.54737330786883831,-0.29723366908729076,-1.0201788078993559,-2.7962518259882927,2.6306995823979378,2.6051266975700855,-1.9776150472462177,-2.3883056100457907,1.6654938049614429
20260130_155107,25414.213881886331,8.7949609325114118,113363.82320700045,1377.9211270000001,0.77200156172737477,14,2,-0.21377321518957615,1.4467887673527002,2.0822297818958759,0.099203294143080711,-1.7007520794868469,-0.22322821989655495,2.6910554934293032,0.75675589218735695,-0.88005105033516884
20260130_161409,44464.276467196985,15.872400199151109,203188.27845870808,943.09207199999992,0.62827232539653777,7,4,1.5410469453781843,2.9191166516393423,0.30773523263633251,-0.75343235582113266,-0.499390734359622,-1.7174845710396767,1.337650241330266,2.3219800740480423,-2.4490707088261843
20260130_162956,19195.388875916979,0.024436466979887016,19439.753545715848,178.87676399999998,0.35597250978462397,10,1,-2.238684693351388,-1.8186803329735994,-2.963548019528389,1.9526752587407827,1.0752253476530313,1.1227410435676575,-0.74156636372208595,-0.90795948542654514,0.25756113789975643
20260130_163257,14805.29197342248,0.03346119454923676,15139.903918914848,490.45095199999997,0.44387104294262825,4,3,-2.4329841993749142,-2.3283181451261044,-0.21197777800261974,-0.45376918092370033,-1.0052225477993488,-2.861292527988553,2.1747921500355005,2.2002133950591087,1.2098961900919676
20260130_164110,13144.094721828122,23.667936138260835,249823.45610443648,1552.0223409999999,0.71636110227555039,9,6,2.8486244939267635,1.9280256293714046,2.8677800036966801,2.2537797186523676,0.42895163968205452,0.67274116538465023,-2.8707115910947323,-0.56976227648556232,-1.9010388348251581
20260130_170706,15682.636239752261,12.942870207046703,145111.33831021929,351.08713699999998,0.92382287027314303,1,1,-1.1561500243842602,0.45606321841478348,1.1174027156084776,-1.5988447107374668,1.865052742883563,2.1670178566128016,-1.1653657369315624,-2.1347061228007078,-0.67808918282389641
20260130_171301,13141.80144962506,0.19060770777475372,15047.878527372597,260.59837299999998,0.17574460399337113,13,4,1.1030281595885754,-0.80577358603477478,-2.1794667541980743,1.2951692137867212,-2.7947070244699717,-1.3789030741900206,0.53995021618902683,0.72031926736235619,2.9631650112569332
20260130_171724,21702.318480380341,13.455685513956029,156259.17361994064,33.289991999999998,0.13761762545444073,0,2,-1.8499885238707066,2.4906925689429045,2.7217787727713585,2.7365528661757708,1.5180380120873451,-0.03985319472849369,-0.77890186384320259,0.46066688373684883,0.89665505848824978
